date,status,appeal,address,ward
08/15/17,APPROVED,BOA-721162,40 ENTERPRISE STREET,WARD 7
08/15/17,APPROVED,BOA-687606,497 EAST FOURTH STREET,WARD 7
08/15/17,APPROVED,BOA-701927,106 ELM STREET,WARD 2
08/15/17,APPROVED,BOA-725135,539-541 EAST THIRD STREET,WARD 6
08/15/17,APPROVED,BOA-702337,47-53 FARNSWORTH STREET,WARD 6
08/15/17,APPROVED,BOA-673434,88 F STREET,WARD 6
08/15/17,APPROVED,BOA-719031,138 FALCON STREET,WARD 1
08/15/17,APPROVED,BOA-712394,300-399 FANEUIL HALL MARKETPLACE,WARD 3
08/15/17,APPROVED,BOA-696957,147 GRAMPIAN WAY,WARD 13
08/15/17,APPROVED,BOA-700713,43 GOLDSMITH STREET,WARD 19
08/15/17,APPROVED,BOA-716565,42 GLENWAY STREET,WARD 14
08/15/17,APPROVED,BOA-717854,16 HARVARD AVENUE,WARD 21
08/15/17,APPROVED,BOA-710535,16 HEATHCOTE STREET,WARD 19
08/15/17,APPROVED,BOA-705747,33 JOHNSWOOD ROAD,WARD 19
08/15/17,APPROVED,BOA-707122,324 K STREET,WARD 7
08/15/17,APPROVED,BOA-712280,45-55 LAGRANGE STREET,WARD 3
08/15/17,APPROVED,BOA-698172,76 LAKE SHORE ROAD,WARD 22
08/15/17,APPROVED,BOA-722618,401 MAIN STREET,WARD 2
08/15/17,APPROVED,BOA-710429,237 MARLBOROUGH STREET,WARD 5
08/15/17,APPROVED,BOA-673659,52 MURDOCK STREET,WARD 22
08/15/17,APPROVED,BOA-721541,114 ORLEANS STREET,WARD 1
08/15/17,APPROVED,BOA-701132,113 PEMBROKE STREET,WARD 4
08/15/17,APPROVED,BOA-704507,67 RUTHERFORD AVENUE,WARD 2
08/15/17,APPROVED,BOA-701560,6 SAINT MARGARET STREET,WARD 7
08/15/17,APPROVED,BOA-707972,816 SARATOGA STREET,WARD 1
08/15/17,APPROVED,BOA-693849,441 SHAWMUT AVENUE,WARD 9
08/15/17,APPROVED,BOA-720513,10 TUCKER STREET,WARD 14
08/15/17,APPROVED,BOA-711115,44 UPTON STREET,WARD 9
08/15/17,APPROVED,BOA-700967,9 VALLEY ROAD,WARD 17
08/15/17,APPROVED,BOA-707989,377 WEST FIRST STREET,WARD 6
08/15/17,APPROVED,BOA-722371,657 WEST ROXBURY PARKWAY,WARD 20
08/15/17,APPROVED,BOA-646728,26 WALTON STREET,WARD 17
08/15/17,APPROVED,BOA-704394,4281 WASHINGTON STREET,WARD 20
08/15/17,APPROVED,BOA-719849,278 WEST FIFTH STREET,WARD 7
08/15/17,DENIED,BOA-539624,61 BRAINTREE STREET,WARD 22
08/15/17,DENIED,BOA-661121,145 COREY STREET,WARD 20
08/15/17,DENIED,BOA-701131,416-422 GENEVA AVENUE,WARD 15
08/15/17,DENIED,BOA-701561,6 SAINT MARGARET,WARD 7
07/25/17,APPROVED,BOA-699741,31 Burbank Street,Ward 4
07/25/17,APPROVED,BOA-706287,7 Belmont Street,Ward 2
07/25/17,APPROVED,BOA-708902,65-71 Causeway Street,Ward 3
07/25/17,APPROVED,BOA-675065,7 Dana Avenue,Ward 18
07/25/17,APPROVED,BOA-707521,1675 Dorchester Avenue,Ward 16
07/25/17,APPROVED,BOA-701080,16 East Cottage Street,Ward 8
07/25/17,APPROVED,BOA-701072,16 East Cottage Street,Ward 8
07/25/17,APPROVED,BOA-702113,2 Fernald Terrace,Ward 15
07/25/17,APPROVED,BOA-656473,1 Grace Court,Ward 6
07/25/17,APPROVED,BOA-657861,2 Laurel Street,Ward 2
07/25/17,APPROVED,BOA-629541,85 Linden Street,Ward 21
07/25/17,APPROVED,BOA-696561,114-116 Montclair Avenue,Ward 20
07/25/17,APPROVED,BOA-717846,10 National Street,Ward 7
07/25/17,APPROVED,BOA-701274,21 Port Norfolk Street,Ward 16
07/25/17,APPROVED,BOA-706261,36 River Street,Ward 5
07/25/17,APPROVED,BOA-666733,1065 Tremont Street,Ward 9
07/25/17,APPROVED,BOA-698660,33 Upton Street,Ward 3
07/25/17,APPROVED,BOA-588059,44 West Eagle Street,Ward 1
07/25/17,APPROVED,BOA-588060,42 West Eagle Street,Ward 1
07/25/17,APPROVED,BOA-702707,449-449A West Broadway,Ward 6
07/25/17,APPROVED,BOA-672867,549 Washington Street,Ward 22
07/25/17,APPROVED,BOA-685446,39 Washburn Street,Ward 7
07/25/17,APPROVED,BOA-702519,85-87 Willowwood Street,Ward 14
07/25/17,DENIED,BOA-715524,655 East Fifth Street,Ward 6
07/25/17,DENIED,BOA-633298,36 Hopedale Street,Ward 22
07/25/17,DENIED,BOA-717845,10 National Street,Ward 7
07/25/17,DENIED,BOA-633286,11 West Sorrento Street,Ward 22
07/11/17,APPROVED,BOA-695065,26 Billings Ln,Ward 19
07/11/17,APPROVED,BOA-707140,89 Beacon Street,Ward 5
07/11/17,APPROVED,BOA-703494,399 Boylston Street,Ward 5
07/11/17,APPROVED,BOA-706857,55 Byron Street,Ward 1
07/11/17,APPROVED,BOA-693483,312 Bunker Hill Street,Ward 2
07/11/17,APPROVED,BOA-700580,33 Bonair Street,Ward 20
07/11/17,APPROVED,BOA-682914,311-315 Belgrade Avenue,Ward 20
07/11/17,APPROVED,BOA-712506,68 Cliftondale Street,Ward 18
07/11/17,APPROVED,BOA-711310,27 Caspar Street,Ward 20
07/11/17,APPROVED,BOA-486152,270 Dorchester Avenue,Ward 6
07/11/17,APPROVED,BOA-691500,1493-1501 Dorchester Avenue,Ward 16
07/11/17,APPROVED,BOA-705408,15 David G Mugar Way,Ward 5
07/11/17,APPROVED,BOA-665759,145-145A East Berkeley Street,Ward 3
07/11/17,APPROVED,BOA-693753,71-73 Green Street,Ward 19
07/11/17,APPROVED,BOA-687601,889 Harrison Avenue,Ward 8
07/11/17,APPROVED,BOA-688675,110 Lonsdale Street,Ward 16
07/11/17,APPROVED,BOA-575625,31A-31 Lexington Street,Ward 1
07/11/17,APPROVED,BOA-665307,15H Mount Vernon Street,Ward 7
07/11/17,APPROVED,BOA-705369,43 Manthorne Road,Ward 20
07/11/17,APPROVED,BOA-694192,620 Newbury Street,Ward 5
07/11/17,APPROVED,BOA-701274,21 Port Norfolk Street,Ward 16
07/11/17,APPROVED,BOA-693921,830R South Street,Ward 20
07/11/17,APPROVED,BOA-695201,85-95 Salem Street,Ward 3
07/11/17,APPROVED,BOA-674638,162-172 South Street,Ward 11
07/11/17,APPROVED,BOA-693924,830 South Street,Ward 20
07/11/17,APPROVED,BOA-676056,11 Sagamore Street,Ward 13
07/11/17,APPROVED,BOA-685030,51 Woolson Street,Ward 14
07/11/17,APPROVED,BOA-708625,263 Webster Street,Ward 1
07/11/17,APPROVED,BOA-707927,3690 Washington Street,Ward 11
07/11/17,APPROVED,BOA-707918,3686-3688 Washington Street,Ward 11
07/11/17,APPROVED,BOA-700050,3690 Washington Street,Ward 11
07/11/17,APPROVED,BOA-700046,3686-3688 Washington Street,Ward 11
07/11/17,APPROVED,BOA-694865,4337-4341 Washington Street,Ward 20
07/11/17,DENIED,BOA-684111,8 Byron Street,Ward 5
07/11/17,DENIED,BOA-684275,102-102H H Street,Ward 6
06/27/17,APPROVED,BOA-682895,281-289 Adams Street,Ward 16
06/27/17,APPROVED,BOA-683173,74 Bradlee Street,Ward 18
06/27/17,APPROVED,BOA-687533,51 Breed Street,Ward 1
06/27/17,APPROVED,BOA-700855,1432-1440 Commonwealth Ave,Ward 21
06/27/17,APPROVED,BOA-693949,1785 Columbus Avenue,Ward 11
06/27/17,APPROVED,BOA-687435,22-40 Chauncy Street,Ward 3
06/27/17,APPROVED,BOA-648704,1857-1859 Dorchester Avenue,Ward 16
06/27/17,APPROVED,BOA-691907,47 Fowler Street,Ward 14
06/27/17,APPROVED,BOA-686465,213 Harrison Avenue,Ward 3
06/27/17,APPROVED,BOA-657398,12 Hubbard Street,Ward 19
06/27/17,APPROVED,BOA-633421,93-95 Hyde Park Avenue,Ward 19
06/27/17,APPROVED,BOA-708007,25 Isabella Street,Ward 5
06/27/17,APPROVED,BOA-702559,27-29 Isabella Street,Ward 5
06/27/17,APPROVED,BOA-678565,875 Morton Street,Ward 18
06/27/17,APPROVED,BOA-689186,644 Massachusetts Avenue,Ward 8
06/27/17,APPROVED,BOA-686231,130 Manthorne Road,Ward 20
06/27/17,APPROVED,BOA-667468,35 Melbourne Street,Ward 16
06/27/17,APPROVED,BOA-694278,246 Norwell Street,Ward 17
06/27/17,APPROVED,BOA-684153,11 Rutland Square,Ward 4
06/27/17,APPROVED,BOA-649100,494 Sumner Street,Ward 1
06/27/17,APPROVED,BOA-693343,19-21 Short Street,Ward 2
06/27/17,APPROVED,BOA-703126,154-162 Seaver Street,Ward 12
06/27/17,APPROVED,BOA-670376,1522 VFW Parkway,Ward 20
06/27/17,APPROVED,BOA-643055,4337-4341 Washington Street,Ward 20
06/27/17,DENIED,BOA-658690,192 Belgrade Avenue,Ward 20
06/27/17,DENIED,BOA-670487,1-3 Dunbarton Road,Ward 20
06/27/17,DENIED,BOA-690588,202 M Street,Ward 7
06/27/17,DENIED,BOA-658688,3 Newburg Street,Ward 20
06/13/17,APPROVED,BOA-681443,89 Antwerp Street,Ward 22
06/13/17,APPROVED,BOA-694839,89-95 Brighton Avenue,Ward 21
06/13/17,APPROVED,BOA-688874,7-11 Balina Place,Ward 17
06/13/17,APPROVED,BOA-695067,21-21C Chickatawbut Street,Ward 16
06/13/17,APPROVED,BOA-695072,23 Chickatawbut Street,Ward 16
06/13/17,APPROVED,BOA-660884,1707 Dorchester Avenue,Ward 16
06/13/17,APPROVED,BOA-598998,187-189 E Street,Ward 7
06/13/17,APPROVED,BOA-643390,364 E Street,Ward 6
06/13/17,APPROVED,BOA-684592,90 Floyd Street,Ward 14
06/13/17,APPROVED,BOA-688128,3 Fairview Street,Ward 20
06/13/17,APPROVED,BOA-670635,18 Granfield Avenue,Ward 19
06/13/17,APPROVED,BOA-670634,20 Granfield Avenue,Ward 19
06/13/17,APPROVED,BOA-660625,24 Greenwood Street,Ward 14
06/13/17,APPROVED,BOA-669123,311 Gallivan Blvd,Ward 16
06/13/17,APPROVED,BOA-666883,10 Grimes Street,Ward 6
06/13/17,APPROVED,BOA-691543,186A Grampian Way,Ward 13
06/13/17,APPROVED,BOA-651909,51 Hamilton Street,Ward 15
06/13/17,APPROVED,BOA-651938,49 Hamilton Street,Ward 15
06/13/17,APPROVED,BOA-657089,157-157A Howard Avenue,Ward 13
06/13/17,APPROVED,BOA-676750,56 Jamaica Street,Ward 11
06/13/17,APPROVED,BOA-668412,194 K Street,Ward 6
06/13/17,APPROVED,BOA-687926,2 Ludlow Street,Ward 2
06/13/17,APPROVED,BOA-683771,1-1a Lamson Court,Ward 1
06/13/17,APPROVED,BOA-683781,3-5 Lamson Court,Ward 1
06/13/17,APPROVED,BOA-689994,3 Mead Street Court,Ward 2
06/13/17,APPROVED,BOA-674086,10 Moreland Street,Ward 16
06/13/17,APPROVED,BOA-671857,46 Newmarket Square,Ward 8
06/13/17,APPROVED,BOA-685280,27-29 North Margin Street,Ward 3
06/13/17,APPROVED,BOA-695638,81 Pearl Street,Ward 2
06/13/17,APPROVED,BOA-684578,15 Revere Street,Ward 19
06/13/17,APPROVED,BOA-693937,30 Rita Road,Ward 16
06/13/17,APPROVED,BOA-685082,7 Ringgold Street,Ward 3
06/13/17,APPROVED,BOA-688326,47 Sargent Street,Ward 13
06/13/17,APPROVED,BOA-693320,17 Sedalia Road,Ward 16
06/13/17,APPROVED,BOA-676735,400-408 Tremont Street,Ward 5
06/13/17,APPROVED,BOA-692411,298 Vermont Street,Ward 20
06/13/17,APPROVED,BOA-697055,12 Waterlow Street,Ward 14
06/13/17,APPROVED,BOA-619533,4004-4006 Washington Street,Ward 19
06/13/17,APPROVED,BOA-688036,571-575 Washington Street,Ward 22
06/13/17,APPROVED,BOA-699598,289 Walk Hill Street,Ward 18
06/13/17,DENIED,BOA-683770,1-1a Lamson Court,Ward 1
06/13/17,DENIED,BOA-683782,3-5 Lamson Court,Ward 1
05/23/17,APPROVED,BOA-676263,78 Callender Street,Ward 14
05/23/17,APPROVED,BOA-618715,32 Cummins Highway,Ward 19
05/23/17,APPROVED,BOA-631069,336 Chelsea Street,Ward 1
05/23/17,APPROVED,BOA-687534,167 Coleridge Street,Ward 1
05/23/17,APPROVED,BOA-648324,106 Cushing Avenue,Ward 13
05/23/17,APPROVED,BOA-668392,1A-1B Curtis Street,Ward 1
05/23/17,APPROVED,BOA-656951,277-277a Dorchester Street,Ward 7
05/23/17,APPROVED,BOA-656500,742 East Eighth Street,Ward 7
05/23/17,APPROVED,BOA-687529,254 Everett Street,Ward 1
05/23/17,APPROVED,BOA-689739,213 East Eagle Street,Ward 1
05/23/17,APPROVED,BOA-675434,211 Green Street,Ward 11
05/23/17,APPROVED,BOA-666378,9 Haynes Street,Ward 1
05/23/17,APPROVED,BOA-666381,13 Haynes Street,Ward 1
05/23/17,APPROVED,BOA-666379,11 Haynes Street,Ward 1
05/23/17,APPROVED,BOA-673812,117 H Street,Ward 7
05/23/17,APPROVED,BOA-666376,7 Haynes Street,Ward 1
05/23/17,APPROVED,BOA-667111,151 Liverpool Street,Ward 1
05/23/17,APPROVED,BOA-647825,161 Leyden Street,Ward 1
05/23/17,APPROVED,BOA-647823,163 Leyden Street,Ward 1
05/23/17,APPROVED,BOA-681082,31 Milford Street,Ward 3
05/23/17,APPROVED,BOA-656955,124 M Street,Ward 6
05/23/17,APPROVED,BOA-690676,166 Newbury Street,Ward 5
05/23/17,APPROVED,BOA-652703,86 Old Harbor Street,Ward 7
05/23/17,APPROVED,BOA-686944,167 Poplar Street,Ward 18
05/23/17,APPROVED,BOA-686946,175 Poplar Street,Ward 18
05/23/17,APPROVED,BOA-665878,7-8 Park Street,Ward 3
05/23/17,APPROVED,BOA-673584,244R Savin Hill Avenue,Ward 13
05/23/17,APPROVED,BOA-674629,99 Summer Street,Ward 3
05/23/17,APPROVED,BOA-691151,58 Tolman Street,Ward 16
05/23/17,APPROVED,BOA-555340,178 Thornton Street,Ward 11
05/23/17,APPROVED,BOA-676744,14 Thomas Park,Ward 7
05/23/17,APPROVED,BOA-639307,12 Ward Street,Ward 7
05/23/17,APPROVED,BOA-629564,105 West Third Street,Ward 6
05/23/17,APPROVED,BOA-637441,38 Whiting Street,Ward 12
05/23/17,APPROVED,BOA-659702,86-88 Washington Street,Ward 3
05/23/17,DENIED,BOA-659237,25-27 Aldie Street,Ward 22
05/23/17,DENIED,BOA-672562,42-43 Beacon Street,Ward 5
05/23/17,DENIED,BOA-611372,12 Byron Street,Ward 5
05/23/17,DENIED,BOA-656950,277-277a Dorchester Street,Ward 7
05/23/17,DENIED,BOA-598705,420 East Fifth Street,Ward 7
05/23/17,DENIED,BOA-579656,12-12C Glenmont Road,Ward 22
05/23/17,DENIED,BOA-579659,12-12C Glenmont Road,Ward 22
05/23/17,DENIED,BOA-673812,117 H Street,Ward 7
05/09/17,APPROVED,BOA-676306,118 Arlington Street,Ward 18
05/09/17,APPROVED,BOA-685504,900 Beacon Street,Ward 21
05/09/17,APPROVED,BOA-667451,577-583b Baker Street,Ward 20
05/09/17,APPROVED,BOA-664838,182 Cottage Road,Ward 20
05/09/17,APPROVED,BOA-681023,446-450 Cambridge Street,Ward 21
05/09/17,APPROVED,BOA-679700,47 Chestnut Street,Ward 2
05/09/17,APPROVED,BOA-675914,624 Cambridge Street,Ward 21
05/09/17,APPROVED,BOA-679132,23 Dix Street,Ward 16
05/09/17,APPROVED,BOA-656043,34 Dix Street,Ward 16
05/09/17,APPROVED,BOA-638075,19 Greenwich Park,Ward 4
05/09/17,APPROVED,BOA-690267,99 High Street,Ward 3
05/09/17,APPROVED,BOA-642897,37-39 Juniper Street,Ward 9
05/09/17,APPROVED,BOA-642902,31-35 Juniper Street,Ward 9
05/09/17,APPROVED,BOA-642893,37R-39R Juniper Street,Ward 9
05/09/17,APPROVED,BOA-650553,99 Lexington Street,Ward 1
05/09/17,APPROVED,BOA-586731,461 Massachusetts Avenue,Ward 9
05/09/17,APPROVED,BOA-585226,296 Neponset Avenue,Ward 16
05/09/17,APPROVED,BOA-685756,37 Oak Square Avenue,Ward 22
05/09/17,APPROVED,BOA-656407,129 Providence Street,Ward 18
05/09/17,APPROVED,BOA-680793,89-89D Prescott Street,Ward 1
05/09/17,APPROVED,BOA-687124,13 Ruthven Street,Ward 12
05/09/17,APPROVED,BOA-654896,11 Ruthven Street,Ward 12
05/09/17,APPROVED,BOA-689556,2 Symmes Street,Ward 20
05/09/17,APPROVED,BOA-656461,373 South Huntington Avenue,Ward 10
05/09/17,APPROVED,BOA-642718,14-16 Upland Avenue,Ward 17
05/09/17,APPROVED,BOA-642903,2597-2601 Washington Street,Ward 9
05/09/17,APPROVED,BOA-678429,59 White Street,Ward 1
05/09/17,APPROVED,BOA-674127,17 Walker Street,Ward 2
05/09/17,APPROVED,BOA-659943,7 West Cedar Street,Ward 5
05/09/17,DENIED,BOA-684062,63 Perrin Street,Ward 12
05/09/17,DENIED,BOA-655851,63 Perrin Street,Ward 12
04/25/17,APPROVED,BOA-685704,401 Beacon Street,Ward 5
04/25/17,APPROVED,BOA-681217,130 Coleridge Street,Ward 1
04/25/17,APPROVED,BOA-666186,34 Circuit Street,Ward 12
04/25/17,APPROVED,BOA-660775,1354A-1356 Commonwealth Avenue,Ward 21
04/25/17,APPROVED,BOA-671391,11 Dane Street,Ward 19
04/25/17,APPROVED,BOA-588068,606A-608 Dorchester Avenue,Ward 7
04/25/17,APPROVED,BOA-640507,522 East Seventh St*,Ward 7
04/25/17,APPROVED,BOA-574306,5 Faneuil Street,Ward 22
04/25/17,APPROVED,BOA-687013,36 Laurie Avenue,Ward 20
04/25/17,APPROVED,BOA-668824,12 Loring Street,Ward 6
04/25/17,APPROVED,BOA-684653,39 Lexington Street,Ward 1
04/25/17,APPROVED,BOA-679814,456 Meridian Street,Ward 1
04/25/17,APPROVED,BOA-676127,306 Northern Avenue,Ward 6
04/25/17,APPROVED,BOA-661008,24 Nixon Street,Ward 16
04/25/17,APPROVED,BOA-682683,288 Newbury Street,Ward 5
04/25/17,APPROVED,BOA-672306,86 Orchard Street,Ward 19
04/25/17,APPROVED,BOA-682436,8 Paragon Road,Ward 20
04/25/17,APPROVED,BOA-667458,38 Shepard Street,Ward 22
04/25/17,APPROVED,BOA-662298,347 Sumner Street,Ward 1
04/25/17,APPROVED,BOA-640509,8 Salerno Pl*,Ward 7
04/25/17,APPROVED,BOA-640513,4 Salerno Pl*,Ward 7
04/25/17,APPROVED,BOA-660623,888-892 Tremont Street,Ward 9
04/25/17,APPROVED,BOA-671702,2 Westmoreland Street,Ward 16
04/25/17,APPROVED,BOA-578669,34-42 Warren Street,Ward 2
04/25/17,APPROVED,BOA-686328,131hf West Third Street,Ward 6
04/25/17,APPROVED,BOA-652705,135 West Second Street,Ward 6
04/25/17,APPROVED,BOA-671509,420 West Broadway,Ward 6
04/25/17,DENIED,BOA-618656,607 East Second Street,Ward 6
04/25/17,DENIED,BOA-671180,96 Milton Avenue,Ward 17
04/25/17,DENIED,BOA-665680,159-165 M Street,Ward 6
04/25/17,DENIED,BOA-652854,377 West First Street,Ward 6
04/11/17,APPROVED,BOA-636001,322 Blue Hill Avenue,Ward 14
04/11/17,APPROVED,BOA-677540,284 Bunker Hill Street,Ward 2
04/11/17,APPROVED,BOA-671694,193 Beech Street,Ward 20
04/11/17,APPROVED,BOA-658314,3-7 Cottage Court,Ward 13
04/11/17,APPROVED,BOA-642291,47 Dwight Street,Ward 3
04/11/17,APPROVED,BOA-671592,24-34 Damrell Street,Ward 7
04/11/17,APPROVED,BOA-679596,141-143 Glenway Street,Ward 14
04/11/17,APPROVED,BOA-679597,166-168 Glenway Street,Ward 14
04/11/17,APPROVED,BOA-663787,49 Glendower Road,Ward 18
04/11/17,APPROVED,BOA-664973,92 Grampian Way,Ward 13
04/11/17,APPROVED,BOA-662156,416 Harvard Street,Ward 14
04/11/17,APPROVED,BOA-649770,139-139a Marcella Street,Ward 11
04/11/17,APPROVED,BOA-672939,212-214 Market Street,Ward 22
04/11/17,APPROVED,BOA-583136,35-37 Neponset Avenue,Ward 18
04/11/17,APPROVED,BOA-583137,39-41 Neponset Avenue,Ward 18
04/11/17,APPROVED,BOA-566677,296 North Beacon Street,Ward 22
04/11/17,APPROVED,BOA-651594,50 Oakton Avenue,Ward 16
04/11/17,APPROVED,BOA-663478,89 Pembroke Street,Ward 4
04/11/17,APPROVED,BOA-679594,10-12 Roxton Street,Ward 14
04/11/17,APPROVED,BOA-669079,6R Rockmere Street,Ward 13
04/11/17,APPROVED,BOA-679493,152 Savin Hill Avenue,Ward 13
04/11/17,APPROVED,BOA-679497,154 Savin Hill Avenue,Ward 13
04/11/17,APPROVED,BOA-677282,426 Stuart Street,Ward 4
04/11/17,APPROVED,BOA-677280,40 Trinity Place,Ward 4
04/11/17,APPROVED,BOA-672058,60 West Tremlett Street,Ward 17
04/11/17,APPROVED,BOA-679718,115 Woodrow Avenue,Ward 14
04/11/17,APPROVED,BOA-672010,225 Webster Street,Ward 1
04/11/17,APPROVED,BOA-584946,206-208 West Broadway,Ward 6
04/11/17,APPROVED,BOA-676052,270-272 West Broadway,Ward 6
04/11/17,DENIED,BOA-667189,111 Addington Road,Ward 20
04/11/17,DENIED,BOA-674690,26 Birchcroft Road,Ward 18
04/11/17,DENIED,BOA-636023,322 Blue Hill Avenue,Ward 14
04/11/17,DENIED,BOA-637549,42-43 Beacon Street,Ward 5
04/11/17,DENIED,BOA-608954,89 Claybourne Street,Ward 17
04/11/17,DENIED,BOA-667253,28 Cornwall Street,Ward 11
04/11/17,DENIED,BOA-680193,710 Commonwealth Avenue,Ward 21
04/11/17,DENIED,BOA-650247,266 Commercial Street,Ward 3
04/11/17,DENIED,BOA-658173,18 Greenwich Street,Ward 15
04/11/17,DENIED,BOA-577433,391 Lagrange Street,Ward 20
04/11/17,DENIED,BOA-676195,816 Saratoga Street,Ward 1
04/11/17,DENIED,BOA-577858,53 Sturbridge Street,Ward 17
04/11/17,DENIED,BOA-577851,55 Sturbridge Street,Ward 17
03/28/17,APPROVED,BOA-664204,11 Allston Street,Ward 2
03/28/17,APPROVED,BOA-669093,37 Beacon Street,Ward 5
03/28/17,APPROVED,BOA-653568,15 Bunker Hill Street,Ward 2
03/28/17,APPROVED,BOA-669784,18-20 Burgoyne Street,Ward 16
03/28/17,APPROVED,BOA-665286,535-541 Boylston Street,Ward 5
03/28/17,APPROVED,BOA-626430,73-75 Causeway Street,Ward 3
03/28/17,APPROVED,BOA-585305,67 Cottage Street,Ward 1
03/28/17,APPROVED,BOA-649306,109-123 Dresser Street,Ward 6
03/28/17,APPROVED,BOA-630482,520 Dorchester Avenue,Ward 7
03/28/17,APPROVED,BOA-666656,407 Dudley Street,Ward 8
03/28/17,APPROVED,BOA-638458,1632 Dorchester Avenue,Ward 16
03/28/17,APPROVED,BOA-671391,11 Dane Street,Ward 19
03/28/17,APPROVED,BOA-664930,775 East Sixth Street,Ward 6
03/28/17,APPROVED,BOA-668807,2-20 Fairmount Avenue,Ward 18
03/28/17,APPROVED,BOA-657440,125-145 High Street,Ward 3
03/28/17,APPROVED,BOA-646755,11-13 June Street,Ward 18
03/28/17,APPROVED,BOA-646747,15-17 June Street,Ward 18
03/28/17,APPROVED,BOA-652498,5 Jones Avenue,Ward 14
03/28/17,APPROVED,BOA-642727,28-34 Langdon Street,Ward 8
03/28/17,APPROVED,BOA-626436,19-21 Lancaster Street,Ward 3
03/28/17,APPROVED,BOA-626429,31-39 Lancaster Street,Ward 3
03/28/17,APPROVED,BOA-661573,11 Mayhew Street,Ward 7
03/28/17,APPROVED,BOA-669945,1B Meyer Street,Ward 19
03/28/17,APPROVED,BOA-665313,175 North Harvard Street,Ward 22
03/28/17,APPROVED,BOA-644701,235 Newbury Street,Ward 5
03/28/17,APPROVED,BOA-661637,3-5 Quincy Court,Ward 3
03/28/17,APPROVED,BOA-632595,25 Richfield Street,Ward 15
03/28/17,APPROVED,BOA-632600,23 Richfield Street,Ward 15
03/28/17,APPROVED,BOA-661023,22 Roseclair Street,Ward 7
03/28/17,APPROVED,BOA-666471,77-79 South Street,Ward 11
03/28/17,APPROVED,BOA-629088,196-210 Stuart Street,Ward 5
03/28/17,APPROVED,BOA-629093,196-210 Stuart Street,Ward 5
03/28/17,APPROVED,BOA-577806,87-89 Sunnyside Street,Ward 18
03/28/17,APPROVED,BOA-676313,145 Stoughton Street,Ward 13
03/28/17,APPROVED,BOA-631617,76 Stonley Road,Ward 11
03/28/17,APPROVED,BOA-656303,57 Sunnyside Street,Ward 18
03/28/17,APPROVED,BOA-674071,64 Sunborn Avenue,Ward 20
03/28/17,APPROVED,BOA-660962,147 Tremont Street,Ward 3
03/28/17,APPROVED,BOA-618306,4 Trull Street,Ward 15
03/28/17,APPROVED,BOA-588057,67 Webster Street,Ward 1
03/28/17,APPROVED,BOA-672890,1511-1525 Washington Street,Ward 9
03/28/17,APPROVED,BOA-674997,416-418 West Broadway,Ward 6
03/28/17,DENIED,BOA-659442,100 Boardman Street,Ward 1
03/28/17,DENIED,BOA-659946,235 Baker Street,Ward 20
03/28/17,DENIED,BOA-650246,266 Commercial Street,Ward 3
03/28/17,DENIED,BOA-661640,3-5 Quincy Court,Ward 3
03/28/17,DENIED,BOA-662261,20R Spring Park Avenue,Ward 19
03/28/17,DENIED,BOA-670075,482 West Broadway,Ward 6
03/28/17,DENIED,BOA-579668,73R Wellington Hill Street,Ward 14
02/28/17,APPROVED,BOA-606484,64-64C Allandale Street,Ward 20
02/28/17,APPROVED,BOA-606489,72-72B Allandale Street,Ward 20
02/28/17,APPROVED,BOA-606488,70-70B Allandale Street,Ward 20
02/28/17,APPROVED,BOA-606487,68-68B Allandale Street,Ward 20
02/28/17,APPROVED,BOA-606486,66-66C Allandale Street,Ward 20
02/28/17,APPROVED,BOA-661957,491-493 Ashmont Street,Ward 16
02/28/17,APPROVED,BOA-647413,30 Brookvale Street,Ward 16
02/28/17,APPROVED,BOA-645245,152 Brookside Avenue,Ward 11
02/28/17,APPROVED,BOA-656024,86 Berkeley Street,Ward 5
02/28/17,APPROVED,BOA-650528,196 Chestnut Avenue,Ward 19
02/28/17,APPROVED,BOA-657079,1650 Columbia Road,Ward 7
02/28/17,APPROVED,BOA-664312,77 Danny Road,Ward 18
02/28/17,APPROVED,BOA-649750,67 Dudley Street,Ward 9
02/28/17,APPROVED,BOA-669263,11 Ellis Street,Ward 18
02/28/17,APPROVED,BOA-656348,60 Eutaw Street,Ward 1
02/28/17,APPROVED,BOA-578360,530 East Third Street,Ward 6
02/28/17,APPROVED,BOA-654187,44 Gerrish Street,Ward 22
02/28/17,APPROVED,BOA-651452,79 Harbor View Street,Ward 13
02/28/17,APPROVED,BOA-663211,2-8 Harrison Avenue,Ward 3
02/28/17,APPROVED,BOA-663212,2-8 Harrison Avenue,Ward 3
02/28/17,APPROVED,BOA-649485,15 Howard Avenue,Ward 13
02/28/17,APPROVED,BOA-634850,27 Holton Street,Ward 22
02/28/17,APPROVED,BOA-668776,14 Hyde Park Avenue,Ward 11
02/28/17,APPROVED,BOA-649075,20 Harvard Street,Ward 2
02/28/17,APPROVED,BOA-664195,104 I Street,Ward 6
02/28/17,APPROVED,BOA-598839,33 Kilmarnock Street,Ward 21
02/28/17,APPROVED,BOA-578758,67-93 Kingston Street,Ward 3
02/28/17,APPROVED,BOA-624314,33 Leyden Street,Ward 1
02/28/17,APPROVED,BOA-646751,65 Meridan Street,Ward 1
02/28/17,APPROVED,BOA-649732,219 Manthorne Road,Ward 20
02/28/17,APPROVED,BOA-658675,115-115H M Street,Ward 6
